,bajo_nivel_pobreza,codigo,direccio_estado,direccio_fisica,direccion_municipio,direccion_zipcode,director,distrito,escuela,espa_ol_avanzado,espa_ol_b_sico,espa_ol_pre_b_sico,espa_ol_proficiente,espa_ol_proficiente_avanzado,estatus_actual,fax,geolocalizacion,grado_1,grado_10,grado_11,grado_12,grado_2,grado_3,grado_4,grado_5,grado_6,grado_7,grado_8,grado_9,grado_infant,grado_k,grado_pk,grado_pke,grado_pkm,grado_sge,grado_sgi,grado_sgs,grado_toddler,grados_original,grados_posterior,ingl_s_avanzado,ingl_s_b_sico,ingl_s_pre_b_sico,ingl_s_proficiente,ingl_s_proficiente_avanzado,matem_ticas_avanzado,matem_ticas_b_sico,matem_ticas_pre_b_sico,matem_ticas_proficiente,matem_ticas_proficiente_avanzado,matricula_total,municipio_escolar,nivel_original,region,table_id,telefono,zona
824,91.88,44545,PR,AVE JC CLEMENTE,MAYAGUEZ,00680-0000,EDWIN HERNANDEZ ACEVEDO,MAYAGUEZ,MARIA DOLORES FARIA,9.66,48.28,29.66,12.41,22.07,SI,834-6235,"{'latitude': '18.19648', 'longitude': '-67.1531'}",22,,,,15,10,12,9,7,47,39,39,,14,,,,,86,,,"7 - 9 , EEI","7 - 9 , EEI",5.63,32.39,47.89,14.08,19.72,3.45,54.48,29.66,12.41,15.86,300,MAYAGUEZ,INTERMEDIO,MAYAGUEZ,721,834-9289,URBANA
825,,54684,PR,CARR 21 KM 35 HM 8M PONCE BY PASS,PONCE,00732-7284,RICHARD GARCIA JIMENEZ,PONCE,MARIA E ARCHEVAL SALAMO DE VALDES,,,,,,SI,841-0689,"{'latitude': '17.9994', 'longitude': '-66.63009'}",,,,,,,,,,,,,,,,,,,,,,13-14,13-14,,,,,,,,,,,,PONCE III,PS - INSTITUTO,PONCE,722,843-0935,URBANA
826,81.85,70557,PR,CARR 831 URB LOMAS VERDES,BAYAMON,00960-1221,JOSE OTERO- INTERINO,BAYAMON,MARIA E BAS DE VAZQUEZ,19.48,39.61,8.44,32.47,51.95,SI,787-4290,"{'latitude': '18.37452', 'longitude': '-66.14577'}",49,,,,39,41,52,36,,,,,,44,,,,26,,,,"K - 6 , EEE","K - 6 , EEE",8.55,54.61,20.39,16.45,25,29.14,32.45,5.96,32.45,61.59,287,BAYAMON II,ELEMENTAL,BAYAMON,723,786-5586,URBANA
827,72.80,74476,PR,CALLE CAMPO AMOR ESQ. PELAYO URB COVADONGA,TOA BAJA,9510094,MIRLA ALICEA,TOA BAJA,MARIA J CORREDOR RIVERA,34.18,38.61,6.33,20.89,55.06,SI,740-2225,"{'latitude': '18.40004', 'longitude': '-66.20003'}",34,,,,36,48,52,51,,,,,,23,,,,12,,,,"K - 6 , EEE","K - 6 , EEE",10.90,38.46,10.90,39.74,50.64,33.54,32.91,1.27,32.28,65.82,256,TOA BAJA,ELEMENTAL,BAYAMON,726,740-2225,URBANA
828,93.15,50799,PR,23 CALLE 65 INFANTERIA,GUANICA,6530599,LUZ E RIVERA VEGA,YAUCO,MARIA L MC DOUGALL,61.64,13.70,2.74,21.92,83.56,SI,821-2490,"{'latitude': '17.9729', 'longitude': '-66.90846'}",27,,,,32,21,25,18,,,,,,24,16,,,16,,,,"PK - 6 , EEE","PK - 6 , EEE",39.73,10.96,1.37,47.95,87.67,64.38,6.85,1.37,27.40,91.78,179,GUANICA,ELEMENTAL,PONCE,727,821-2490,URBANA
829,93.52,14373,PR,URB PEREZ MATOS CALLE ROBLES #18,UTUADO,00641-2225,JOHANNA RODRIGUEZ PAGAN,UTUADO,MARIA LIBERTAD GOMEZ,6.58,44.74,35.53,13.16,19.74,SI,894-2188,"{'latitude': '18.26778', 'longitude': '-66.70563'}",7,,,,9,12,12,29,,,,,,15,,,,28,,,,"3 - 6 , EEE","3 - 6 , EEE",1.30,53.25,36.36,9.09,10.39,7.89,52.63,26.32,13.16,21.05,112,UTUADO,ELEMENTAL,PONCE,728,894-2188,URBANA
830,97.22,44842,PR,CALLE SAN EXPEDITO RES. SABALOS NUEVO,MAYAGUEZ,6811647,MARIA M CORIANO VILLA,MAYAGUEZ,MARIA LUISA ARCELAY,44.62,24.62,7.69,23.08,67.69,SI,833-8845,"{'latitude': '18.17974', 'longitude': '-67.15468'}",26,,,,11,21,9,17,15,,,,,20,,,,,,,,K - 6,K - 6,40,13.85,1.54,44.62,84.62,20,24.62,4.62,50.77,70.77,119,MAYAGUEZ,ELEMENTAL,MAYAGUEZ,729,833-8845,URBANA
831,86.55,35840,PR,CARR 993 KM 2,VIEQUES,7651554,ALEIDA ESCOBAR BELARDO,FAJARDO,MARIA M SIMMONS DE RIVERA,17.91,39.55,17.16,25.37,43.28,SI,741-0895,"{'latitude': '18.12417', 'longitude': '-65.4533'}",40,,,,36,39,35,42,,,,,,23,,,,16,,,,"K - 6 , EEE","K - 6 , EEE",1.49,38.81,38.81,20.90,22.39,17.16,41.79,20.90,20.15,37.31,231,VIEQUES,ELEMENTAL,HUMACAO,730,741-0895,URBANA
832,81.97,74039,PR,CALLE LOS MARQUEZ FINAL BO SABANA,TOA BAJA,00952-0000,ELIZABETH APONTE,TOA BAJA,MARIA TERESA PINEIRO,6.76,50,17.57,25.68,32.43,SI,261-4044,"{'latitude': '18.42989', 'longitude': '-66.18531'}",,113,79,71,,,,,,,,116,,,,,,,,1,,12-Oct,12-Oct,10.81,31.08,39.19,18.92,29.73,0,68.92,31.08,0,0,380,TOA BAJA,SUPERIOR,BAYAMON,732,784-4140,RURAL
833,86.96,64956,PR,"VIA 8, URB. VILLA FONTANA",CAROLINA,9830127,CARMEN DEL VALLE,CAROLINA,MARIA TERESA SERRANO,35.14,25.95,14.59,24.32,59.46,SI,752-2975,"{'latitude': '18.40368', 'longitude': '-65.9754'}",56,,,,51,38,53,49,,,,,,49,,,,,,,,K - 6,K - 6,21.20,40.22,8.70,29.89,51.09,32.07,33.15,9.78,25,57.07,296,CAROLINA II,ELEMENTAL,SAN JUAN,733,752-2975,URBANA
834,84.11,70367,PR,CARR 167 KM 15 HM 3 PARC VANS COY BO BUENA VISTA,BAYAMON,9570000,MIGUEL LUNA,BAYAMON,MARIA VAZQUEZ DE UMPIERRE,15.13,42.76,22.04,20.07,35.20,SI,279-1025,"{'latitude': '18.3432', 'longitude': '-66.19601'}",26,,,,24,20,26,18,42,100,88,,,35,,,,13,14,,,"7 - 9 , EEI","7 - 9 , EEI",9.93,35.76,35.43,18.87,28.81,5.92,54.61,26.64,12.83,18.75,406,BAYAMON III,INTERMEDIO,BAYAMON,734,797-5360,RURAL
835,88.41,75747,PR,CARR 8834 KM 1.8 BO RIO,CAGUAS,00725-8900,VICTOR A LEBRON,GUAYNABO,MARIANO ABRIL ELEMENTAL,30.08,40.65,4.88,24.39,54.47,SI,287-9687,"{'latitude': '18.31826', 'longitude': '-66.0943'}",40,,,,43,34,42,40,,,,,,47,,,,2,,,,"K - 6 , EEE","K - 6 , EEE",36.59,34.15,3.25,26.02,62.60,31.71,34.15,0,34.15,65.85,248,GUAYNABO,ELEMENTAL,SAN JUAN,737,720-7870,RURAL
836,83.97,70573,PR,URB LOMAS VERDES CARR 831,BAYAMON,9560000,YOLANDA GONZALEZ VEGA,BAYAMON,MARIANO FELIU BALSEIRO,14.91,42.24,21.12,21.74,36.65,SI,740-8850,"{'latitude': '18.37307', 'longitude': '-66.14604'}",,,,,,,,,107,96,100,,,,,,,,71,,,"7 - 9 , EEI","7 - 9 , EEI",9.03,34.27,38.63,18.07,27.10,0,63.24,33.96,2.80,2.80,374,BAYAMON II,INTERMEDIO,BAYAMON,738,785-9185,URBANA
837,80.19,42283,PR,CALLE MENDEZ VIGO 297,MAYAGUEZ,00680-0000,ANA MARTI RODRIGUEZ,MAYAGUEZ,MARIANO RIERA PALMER,18.40,42.40,7.20,32,50.40,SI,832-5262,"{'latitude': '18.2075', 'longitude': '-67.14982'}",33,,,,31,44,28,31,28,,,,,27,,,,,,,,K - 6,K - 6,8.13,52.03,8.94,30.89,39.02,20.97,39.52,5.65,33.87,54.84,222,MAYAGUEZ,ELEMENTAL,MAYAGUEZ,739,832-5262,URBANA
838,79.20,32524,PR,CARR 900 BO GUAYABO,YABUCOA,00767-2002,GRISEL LOPEZ-MARTINEZ,YABUCOA,MARTA SANCHEZ,9.46,44.59,21.62,24.32,33.78,SI,893-3300,"{'latitude': '18.04359', 'longitude': '-65.90717'}",20,,,,22,20,20,17,,,,,,16,13,3,,11,,,,"PK - 6 , EEE","PK - 6 , EEE",12.16,60.81,14.86,12.16,24.32,5.41,54.05,17.57,22.97,28.38,142,YABUCOA,ELEMENTAL,HUMACAO,742,893-3300,RURAL
839,68.20,70250,PR,URB CANA 100 CALLE 11,BAYAMON,00957-0000,ORLANDO ANTONETTI AVILES,BAYAMON,MARTA VELEZ DE FAJARDO,20.11,37.07,10.63,32.18,52.30,SI,279-2030,"{'latitude': '18.35196', 'longitude': '-66.1865'}",92,,,,100,95,90,82,80,,,,,69,,,,,,,,K - 6,K - 6,22.54,34.10,13.01,30.35,52.89,16.86,46.51,5.81,30.81,47.67,608,BAYAMON III,ELEMENTAL,BAYAMON,743,797-1775,URBANA
840,76.78,52944,PR,33 CALLE EUGENIO MARIA DE HOSTOS,SANTA ISABEL,00757-0000,AMANDA R DE JESUS,SANTA ISABEL,MARTIN G BRUMBAUGH,23.81,21.43,14.29,40.48,64.29,SI,845-2840,"{'latitude': '17.96771', 'longitude': '-66.4043'}",91,,,,86,73,,,,,,,,87,14,3,,13,,,,"K - 3 , EEE","PK - 3, PKEE, EEE",26.19,2.38,11.90,59.52,85.71,41.46,9.76,9.76,39.02,80.49,367,SANTA ISABEL,ELEMENTAL,PONCE,744,845-3315,URBANA
841,83.25,78832,PR,CARR 863 KM 0 HM 9 BO PAJAROS,TOA BAJA,-951,JOSE DE JESUS MORALES,TOA BAJA,MARTIN GARCIA GIUSTI,10.88,50.63,20.92,17.57,28.45,SI,,"{'latitude': '18.39932', 'longitude': '-66.20876'}",,,,,,,,,92,129,96,87,,,,,,,20,,,"7 - 9 , EEI","7 - 9 , EEI",3.80,30.38,51.05,14.77,18.57,0.42,52.52,46.64,0.42,0.84,424,TOA BAJA,INTERMEDIO,BAYAMON,745,251-2231,RURAL
842,79.56,15396,PR,CARR 113 KM 3 HM 2 AVE NOEL ESTRADA BO GUAYABOS,ISABELA,00662-0000,RAMON ROSADO ALDARONDO,SAN SEBASTIAN,MATEO HERNANDEZ,19.12,43.38,13.97,23.53,42.65,SI,830-2950,"{'latitude': '18.48822', 'longitude': '-66.99899'}",26,,,,34,36,36,39,,,,,,23,,,,,,,,K - 6,K - 6,9.56,42.65,16.18,31.62,41.18,22.06,38.97,11.76,27.21,49.26,194,ISABELA,ELEMENTAL,MAYAGUEZ,747,872-5770,RURAL
843,77.15,22012,PR,CALLE ANDRES ARUZ RIVERA CARR 189,GURABO,00778-0000,ELEUTERIO ALAMO FERNANDEZ,GURABO,MATIAS GONZALEZ GARCIA,13.10,45.85,19.43,21.62,34.72,SI,737-3520,"{'latitude': '18.25481', 'longitude': '-65.97079'}",,,,,,,,,132,187,164,,,,,,,18,11,,,"K - 9 , EEI - EES","K - 9 , EEI - EES",10.84,37.83,35.84,15.49,26.33,1.98,62.33,31.72,3.96,5.95,512,GURABO,SEGUNDA UNIDAD,CAGUAS,748,737-2056,URBANA
844,74.65,69047,PR,CALLLE CRUZ FINAL # 50,TRUJILLO ALTO,00977-1867,LOURDES ROSARIO GERENA,GUAYNABO,MEDARDO CARAZO,4.40,54.40,23.63,17.58,21.98,SI,761-0954,"{'latitude': '18.35391', 'longitude': '-66.00569'}",,175,193,162,,,,,,,,121,,,,,,,,,,"10 - 12 , EES","10 - 12 , EES",8.79,26.92,56.59,7.69,16.48,0.55,53.59,43.09,2.76,3.31,651,TRUJILLO ALTO,SUPERIOR,SAN JUAN,750,760-6575,URBANA
845,88.77,31245,PR,CARR 187 KM 5 HM 6 BO MEDIANIA ALTA,LOIZA,7720000,IVONNE POLACO RAMOS,CANOVANAS,MEDIANIA ALTA ELEMENTAL,14.02,44.86,26.40,14.72,28.74,SI,256-1841,"{'latitude': '18.42529', 'longitude': '-65.84256'}",73,,,,76,87,93,80,98,76,,,,70,16,,,7,,,,"PK - 6 , EEE","PK - 6 , EEE",7.24,42.52,38.08,12.15,19.39,10.51,46.03,33.88,9.58,20.09,676,LOIZA,ELEMENTAL,HUMACAO,751,876-1200,RURAL
846,88.62,73668,PR,AVE FLOR DEL VALLE FINAL URB LAS VEGAS,CATANO,00963-0000,GISELLE DIAZ ROSADO,TOA BAJA,MERCEDES GARCIA DE COLORADO,11.79,41.48,26.64,20.09,31.88,SI,788-0480,"{'latitude': '18.4355', 'longitude': '-66.14768'}",,,,,,,,,83,89,67,,,,,,,,7,,,9-Jul,9-Jul,3.95,35.53,43.42,17.11,21.05,3.95,48.68,40.35,7.02,10.96,246,CATANO,INTERMEDIO,BAYAMON,753,788-4025,URBANA
847,75.05,71217,PR,CARR 152 CALLE GEORGETTY,NARANJITO,00719-0000,MILAGROS CINTRON,COROZAL,MERCEDES ROSADO,18.94,42.73,15.64,22.69,41.63,SI,869-1870,"{'latitude': '18.30151', 'longitude': '-66.24852'}",,,,,,,,,157,157,139,,,,,,,,40,,,"7 - 9 , EEI","7 - 9 , EEI",13.27,37.39,31.19,18.14,31.42,0.44,63.80,29.14,6.62,7.06,493,NARANJITO,INTERMEDIO,BAYAMON,754,869-3130,URBANA
848,68,51375,PR,CARR 527 KM 2 HM 1 BO VEGUITA SEC GRIPINAS,JAYUYA,6640000,MARIA DE LOS ANGELES TORRES,UTUADO,MIGUEL A SASTRE OLIVER,28.13,45.31,4.69,21.88,50,SI,828-2008,"{'latitude': '18.20239', 'longitude': '-66.5794'}",32,,,,31,27,15,21,,,,,,30,16,,,4,,,,"PK - 6 , EEE","PK - 6 , EEE",7.81,57.81,9.38,25,32.81,21.88,31.25,1.56,45.31,67.19,176,JAYUYA,ELEMENTAL,PONCE,757,828-2008,RURAL
849,77.23,70615,PR,CARR 831 URB LOMAS VERDES,BAYAMON,00960-2728,CARMEN M. HERNNNDEZ ROSA,BAYAMON,MIGUEL DE CERVANTES SAAVEDRA,3.49,53.49,27.91,15.12,18.60,SI,785-3575,"{'latitude': '18.36926', 'longitude': '-66.14894'}",,152,85,73,,,,,,,,227,,,,,,,,37,,"10 - 12 , EES","10 - 12 , EES",8.43,25.30,50.60,15.66,24.10,0,50.59,45.88,3.53,3.53,574,BAYAMON II,SUPERIOR,BAYAMON,758,785-0241,URBANA
850,68.22,62844,PR,CARR 842 KM 6.4 CAIMITO ALTO,SAN JUAN,00936-0000,HAYXA FELICIANO FERNANDEZ,SAN JUAN II,ABELARDO DIAZ ALFARO,36.36,27.27,1.30,35.06,71.43,NO,720-0040,"{'latitude': '18.31255', 'longitude': '-66.06287'}",22,,,,20,19,19,19,20,,,,,16,,,,,,,,K - 6,K - 6,14.29,35.06,5.19,45.45,59.74,35.06,33.77,5.19,25.97,61.04,135,SAN JUAN V,ELEMENTAL,SAN JUAN,2,720-0040,RURAL
851,88.39,12708,PO BOX 1841,CARR 155 KM 1 BO BAUTA ARRIBA,OROCOVIS,00720-0000,JANETTE LOPEZ,OROCOVIS,SU ANA DALILA BURGOS ORTIZ,72,7,1,20,92,NO,867-5898,"{'latitude': '18.18472', 'longitude': '-66.40214'}",12,,,,22,15,8,19,18,23,24,,,13,,,,4,,,,"K - 9 , EEE","K - 9 , EEE",77,6,1,16,93,48,19,0,33,81,158,OROCOVIS,SEGUNDA UNIDAD,BAYAMON,974,867-0106,RURAL
852,67.03,50617,PR,CARR 153 SECTOR LAS FLORES BO IDELFONSO,COAMO,00769-0000,NORMA IRIS CARTAGENA BURGOS,SANTA ISABEL,RUFINO HUERTAS,37.07,23.28,5.17,34.48,71.55,NO,825-5444,"{'latitude': '18.04695', 'longitude': '-66.36297'}",31,,,,24,20,38,25,27,,,,,23,,,,,,,,K - 6,K - 6,28.45,21.55,0.86,49.14,77.59,20.69,40.52,1.72,37.07,57.76,188,COAMO,ELEMENTAL,PONCE,932,825-5444,RURAL
853,77.44,62703,PR,CARR 842 KM 1 HM 9 SECT LOS ROMEROS BO CAIMITO,SAN JUAN,00926-0000,JULIA FIGUEROA,SAN JUAN II,RAFAEL QUINONES VIDAL,6.37,54.14,21.02,18.47,24.84,NO,720-4575,"{'latitude': '18.3505', 'longitude': '-66.08049'}",33,,,,35,33,37,39,,,,,,23,,,,,,,,K - 6,K - 6,5.84,51.95,28.57,13.64,19.48,9.55,50.96,25.48,14.01,23.57,200,SAN JUAN V,ELEMENTAL,SAN JUAN,874,720-4575,RURAL
854,86.16,15768,PR,CARR 490 KM 3.8,HATILLO,00659-0000,MARITZA DEL C. ATILES SOTO,ARECIBO,JOSE GAUTIER BENITEZ,71.15,7.69,1.28,19.87,91.03,NO,262-3041,"{'latitude': '18.42787', 'longitude': '-66.7884'}",35,,,,39,38,51,35,,,,,,34,,,,2,,,,K - 6,K - 6,59.62,7.05,0.64,32.69,92.31,69.87,12.18,0.64,17.31,87.18,234,HATILLO,ELEMENTAL,ARECIBO,511,898-9096,RURAL
855,76.86,50765,PR,CARR 334 CALLE 2 SECTOR LA LUNA,GUANICA,00653-0000,JIMMY PACHECO,YAUCO,OLGA E COLON TORRES,91.30,4.35,0,4.35,95.65,NO,821-3160,"{'latitude': '17.97851', 'longitude': '-66.89052'}",23,,,,23,23,17,27,,,,,,17,15,,,,,,,K - 6,K - 6,60.87,7.25,0,31.88,92.75,92.75,1.45,0,5.80,98.55,145,GUANICA,ELEMENTAL,PONCE,786,821-3160,RURAL
856,87.04,70862,PR,CALLE BOU FINAL,COROZAL,00783-0000,SARAH PADILLA MORALES,COROZAL,ABRAHAM LINCOLN,17.74,41.40,16.67,24.19,41.94,NO,859-1855,"{'latitude': '18.34198', 'longitude': '-66.31734'}",64,,,,62,51,68,48,,,,,,44,,,,48,,,,"4 - 6 , EEE","4 - 6 , EEE",13.44,45.16,20.43,20.97,34.41,23.12,39.78,13.98,23.12,46.24,385,COROZAL,ELEMENTAL,BAYAMON,8,859-3007,URBANA
857,85.07,21410,PR,CARR 1 KM 49 HM 6 BO BEATRIZ,CAYEY,00737-0000,JOSE O MALDONADO,CIDRA,SU PEDRO DIAZ FONSECA,11.04,47.24,23.93,17.79,28.83,NO,738-8620,"{'latitude': '18.1569', 'longitude': '-66.09809'}",17,,,,23,12,25,27,37,29,31,,,,,,,,,,,K - 9,K - 9,10.43,36.20,44.17,9.20,19.63,3.68,60.12,22.70,13.50,17.18,201,CIDRA,SEGUNDA UNIDAD,CAGUAS,1058,738-3584,RURAL
858,92.06,31278,PR,CARR 187 KM 6 HM 7 BO TORRECILLA BAJA,LOIZA,7720000,MARIA E. ESCALERA CASANOVA,CANOVANAS,EMILIANO FIGUEROA TORRES,8.57,54.29,14.29,22.86,31.43,NO,791-5396,"{'latitude': '18.45066', 'longitude': '-65.9591'}",12,,,,10,12,6,6,2,,,,,14,16,,,8,,,,"PK - 6 , EEE","PK - 6 , EEE",25.71,34.29,22.86,17.14,42.86,22.86,28.57,17.14,31.43,54.29,86,LOIZA,ELEMENTAL,HUMACAO,298,791-5396,RURAL
859,82.58,61630,PR,CALLE CASTELAR ESQ GILBERTO MONROIG VILLA PALMERA,SAN JUAN,00912-0000,EDWIN RODRIGUEZ GUTIERREZ,SAN JUAN I,EMILIO CASTELAR,68.29,8.54,0,23.17,91.46,NO,268-4227,"{'latitude': '18.44666', 'longitude': '-66.05932'}",27,,,,25,29,26,25,,,,,,25,,,,,,,,K - 6,K - 6,67.07,9.76,1.22,21.95,89.02,54.88,10.98,0,34.15,89.02,157,SAN JUAN I,ELEMENTAL,SAN JUAN,299,727-7745,URBANA
860,67.44,52134,PR,AVE D CALLE 4 URB JAIME L DREW,PONCE,00732-0000,MADELIN FIGUEROA MARRERO,PONCE,JOSE GAUTIER BENITEZ,60.27,10.96,4.11,24.66,84.93,NO,840-5467,"{'latitude': '18.03298', 'longitude': '-66.61794'}",31,,,,39,33,21,24,,,,,,33,,,,,,,,K - 6,K - 6,36.99,15.07,1.37,46.58,83.56,71.23,8.22,0,20.55,91.78,181,PONCE I,ELEMENTAL,PONCE,514,844-3035,URBANA
861,88.79,42234,PR,CARR.339 KM.0HM.3 BO. LIMON,MAYAGUEZ,-681,NORMA I. CRUZ ECHEVARRIA,MAYAGUEZ,SU FELISA RINCON DE GAUTHIER,70.97,17.74,3.23,8.06,79.03,NO,831-5066,"{'latitude': '18.18992', 'longitude': '-67.06194'}",13,,,,14,10,10,15,7,20,15,,,6,,,,,,,,K - 9,K - 9,37.10,29.03,1.61,32.26,69.35,61.29,12.90,0,25.81,87.10,110,MAYAGUEZ,SEGUNDA UNIDAD,MAYAGUEZ,1009,831-5066,RURAL
862,80,51953,PR,CALLE LUIS MUNOZ RIVERA,PENUELAS,00624-0000,MARTA SYLVIA JORDAN TORRES,YAUCO,ADOLFO GRANA RIVERA,40,31.85,13.33,14.81,54.81,NO,836-6347,"{'latitude': '18.05218', 'longitude': '-66.72196'}",,,,,,,72,96,93,,,,,,,,,9,,,,"4 - 6 , EEE","4 - 6, EEE",18.96,39.78,14.50,26.77,45.72,10.78,45.35,9.29,34.57,45.35,270,PEÑUELAS,ELEMENTAL,PONCE,14,836-1005,URBANA
863,91.51,10348,PR,AVE CONSTITUCION BO COTTO,ARECIBO,00613-0000,MARIA V VALENTIN,ARECIBO,JOSE GUALBERTO PADILLA,12.39,48.67,13.27,25.66,38.05,NO,897-5242,"{'latitude': '18.46265', 'longitude': '-66.73029'}",,,,,,,,,93,60,59,,,,,,,,,,,9-Jul,k - 8,2.65,46.02,30.09,21.24,23.89,0.88,68.14,29.20,1.77,2.65,212,ARECIBO II,INTERMEDIO,ARECIBO,516,878-2818,URBANA
864,86.54,21303,PR,CARR 1 KM 6 HM 8 BO PASTO VIEJO,CAYEY,7370000,ISRAEL ACEVEDO COLON,CIDRA,JOSE GUALBERTO PADILLA,88.46,0,0,11.54,100,NO,738-7847,"{'latitude': '18.09472', 'longitude': '-66.21367'}",8,,,,8,7,14,6,,,,,,11,,,,,,,,K - 6,K - 6,56,12,0,32,88,84,0,0,16,100,54,CAYEY,ELEMENTAL,CAGUAS,517,738-7847,RURAL
865,89.20,64691,PR,CALLE NEBLIN #500 4TA EXT CONTRY CLUB,SAN JUAN,00924-0000,HERMES G GAGOT ESCOBOSA,SAN JUAN II,JOSE GUALBERTO PADILLA,15.83,48.92,8.63,26.62,42.45,NO,757-7110,"{'latitude': '18.41079', 'longitude': '-66.00487'}",40,,,,37,45,35,37,,,,,,25,,,,,,,,K - 6,K - 6,5.07,47.10,33.33,14.49,19.57,10.07,52.52,12.95,24.46,34.53,219,SAN JUAN III,ELEMENTAL,SAN JUAN,518,769-5617,URBANA
866,93.22,71860,PR,75 CALLE BETANCES,VEGA BAJA,6931437,LAURA E. FLORES BAGU,VEGA ALTA,JOSE GUALBERTO PADILLA,8.55,41.88,27.35,22.22,30.77,NO,858-2868,"{'latitude': '18.44552', 'longitude': '-66.38986'}",70,,,,67,57,61,47,,,,,,60,,,,31,,,,"K - 6 , EEE",K - 5,0.86,37.93,46.55,14.66,15.52,20.69,37.93,31.03,10.34,31.03,393,VEGA BAJA,ELEMENTAL,ARECIBO,519,858-2520,URBANA
867,91.35,71563,PR,CARR 2 KM 17 HM 7 SECCION MACUN BO CANDELARIA,TOA BAJA,00949-0000,RAMON ROSARIO,TOA BAJA,ERNESTO JUAN FONFRIAS,13.21,32.08,0,54.72,67.92,NO,251-4375,"{'latitude': '18.40831', 'longitude': '-66.21387'}",16,,,,14,17,24,12,,,,,,23,,,,5,,,,"K - 6 , EEE","K - 6 , EEE",7.69,51.92,1.92,38.46,46.15,20.75,47.17,3.77,28.30,49.06,111,TOA BAJA,ELEMENTAL,BAYAMON,306,780-1750,RURAL
868,81.82,50286,PR,CARR 521 KM 5 HM 6 BO VEGAS ARRIBA,ADJUNTAS,00601-0000,VACANTE,UTUADO,TELESFORO VELEZ OLIVER,25,41.07,14.29,19.64,44.64,NO,829-1907,"{'latitude': '18.1678', 'longitude': '-66.69275'}",24,,,,15,21,17,22,,,,,,17,,,,,,,,K - 6,K - 6,0,58.18,25.45,16.36,16.36,25.45,40,3.64,30.91,56.36,116,ADJUNTAS,ELEMENTAL,PONCE,1095,829-1907,RURAL
869,64.08,43679,PR,CARR 111 KM 24 HATO ARRIBA,SAN SEBASTIAN,00676-0000,ZAIDA CORDERO LORENZO,SAN SEBASTIAN,AGUSTIN ACEVEDO HERNANDEZ,5.88,47.06,25.49,21.57,27.45,NO,896-2105,"{'latitude': '18.33367', 'longitude': '-66.97788'}",26,,,,26,45,42,45,,,,,,27,,,,,,,,K - 6,K - 6,10.46,40.52,30.07,18.95,29.41,6.54,49.67,22.88,20.92,27.45,211,SAN SEBASTIAN,ELEMENTAL,MAYAGUEZ,20,896-2105,RURAL
870,86.33,15214,PR,199 AVE ESTACION SECT LOS MELENDEZ,ISABELA,00662-0000,VERUSHKA M PONCE PENA,SAN SEBASTIAN,JOSE JULIAN ACOSTA,20.88,32.97,14.29,31.87,52.75,NO,872-4415,"{'latitude': '18.488838', 'longitude': '-67.029998'}",28,,,,26,22,25,26,,,,,,18,,,,,,,,K - 6,K - 6,8.79,42.86,13.19,35.16,43.96,34.07,29.67,3.30,32.97,67.03,145,ISABELA,ELEMENTAL,MAYAGUEZ,521,872-2440,URBANA
871,88.08,21337,PR,CARR 14 AVE ANTONIO R BARCELO BO MONTELLANO,CAYEY,00737-0000,MARGARITA ALVARADO OCASIO,CIDRA,AGUSTIN FERNANDEZ COLON,20,36.47,15.29,28.24,48.24,NO,263-9466,"{'latitude': '18.12282', 'longitude': '-66.14269'}",19,,,,20,18,21,29,,,,,,25,,,,27,,,,"K - 6 , EEE","K - 6 , EEE",11.76,27.06,16.47,44.71,56.47,30.59,30.59,14.12,24.71,55.29,159,CAYEY,ELEMENTAL,CAGUAS,22,738-5761,RURAL
872,86.49,43455,PR,CARR 457 KM 0.6 BO AIBONITO INT 448,SAN SEBASTIAN,6850977,MARC RODRIGUEZ RIOS,SAN SEBASTIAN,AIBONITO BELTRAN,38.10,22.22,14.29,25.40,63.49,NO,896-4362,"{'latitude': '18.38331', 'longitude': '-66.9333'}",27,,,,25,15,15,16,,,,,,22,,,,,,,,K - 6,K - 6,30.16,17.46,6.35,46.03,76.19,26.98,28.57,0,44.44,71.43,120,SAN SEBASTIAN,ELEMENTAL,MAYAGUEZ,23,896-4362,RURAL
873,78.99,20701,PR,CARR 784 KM 0 HM 2 BO CANABONCITO SECTOR GARCIA,CAGUAS,00726-4961,RITA MARIA FONTANEZ TORRES,GURABO,OSCAR L BUNKER,21.53,38.19,6.25,34.03,55.56,NO,745-2475,"{'latitude': '18.2269', 'longitude': '-66.05608'}",36,,,,54,41,58,49,,,,,,48,,,,6,,,,K - 6,K - 6,13.99,44.06,16.08,25.87,39.86,23.61,46.53,3.47,26.39,50,292,CAGUAS II,ELEMENTAL,CAGUAS,790,744-7868,RURAL
874,79.09,43489,PR,CARR 109 KM 24 BO ALTOZANO,SAN SEBASTIAN,00676-0000,ZORAIDA ROSA MENDEZ,SAN SEBASTIAN,PABLO CARDONA,21.69,42.17,8.43,27.71,49.40,NO,896-5940,"{'latitude': '18.30491', 'longitude': '-67.01939'}",22,,,,20,17,18,24,,,,,,19,,,,,,,,K - 6,K - 6,9.64,43.37,18.07,28.92,38.55,19.28,45.78,13.25,21.69,40.96,120,SAN SEBASTIAN,ELEMENTAL,MAYAGUEZ,791,896-5940,RURAL
